NUM_VIAJE,CIUDAD_ORIGEN,CIUDAD_DESTINO,NUM_SILLA,HORA_SALIDA
1954,Barranquilla,Cartagena,15,0602
1955,Medellin,Medellin,16,0308
1956,Medellin,Medellin,17,0632
1957,Medellin,Cartagena,18,1205
1958,Bogotá,Barranquilla,19,1250
1959,Medellin,Cali,20,1758
1960,Cali,Medellin,1,0426
1961,Cartagena,Medellin,2,2356
1962,Cartagena,Medellin,3,0153
1963,Barranquilla,Cartagena,4,2219
1964,Cartagena,Bogotá,5,2259
1965,Bogotá,Barranquilla,6,0618
1966,Cartagena,Cali,7,1235
1967,Medellin,Medellin,8,0634
1968,Cali,Cartagena,9,1410
1969,Bogotá,Cartagena,10,1144
1970,Cartagena,Medellin,11,0543
1971,Medellin,Barranquilla,12,1409
1972,Bogotá,Cali,13,0059
1973,Cali,Cartagena,14,1058
1974,Medellin,Barranquilla,15,1939
1975,Medellin,Barranquilla,16,2022
1976,Bogotá,Medellin,17,2008
1977,Bogotá,Cartagena,18,1440
1978,Cartagena,Cali,19,0122
1979,Cartagena,Barranquilla,20,2213
1980,Cartagena,Barranquilla,1,2114
1981,Medellin,Cali,2,0737
1982,Cali,Cartagena,3,2028
1983,Bogotá,Cartagena,4,0259
1984,Cartagena,Barranquilla,5,0714
1985,Cali,Medellin,6,0438
1986,Barranquilla,Medellin,7,1501
1987,Cali,Cartagena,8,0654
1988,Cartagena,Cartagena,9,1947
1989,Cartagena,Cali,10,1507
1990,Cali,Cali,11,0426
1991,Barranquilla,Barranquilla,12,0542
1992,Bogotá,Cartagena,13,2232
1993,Cali,Cali,14,1150
1994,Barranquilla,Bogotá,15,0333
1995,Bogotá,Cartagena,16,1854
1996,Cartagena,Cartagena,17,1731
1997,Bogotá,Cartagena,18,1430
1998,Medellin,Barranquilla,19,1258
1999,Cali,Medellin,20,2108
1000,Medellin,Barranquilla,1,2012
1001,Cartagena,Cartagena,2,1227
1002,Bogotá,Bogotá,3,1436
1003,Cartagena,Medellin,4,1714
1004,Cali,Medellin,5,0311
1005,Cartagena,Cali,6,2056
1006,Cartagena,Cali,7,0252
1007,Cali,Medellin,8,1548
1008,Cartagena,Cali,9,1338
1009,Cali,Bogotá,10,2206
1010,Barranquilla,Barranquilla,11,0846
1011,Cali,Medellin,12,0629
1012,Bogotá,Bogotá,13,1618
1013,Cali,Cali,14,1103
1014,Bogotá,Cali,15,0541
1015,Medellin,Cali,16,1712
1016,Cali,Cali,17,0321
1017,Medellin,Barranquilla,18,0341
1018,Cali,Cartagena,19,0922
1019,Barranquilla,Cali,20,0203
1020,Medellin,Cartagena,1,1757
1021,Medellin,Barranquilla,2,2034
1022,Medellin,Barranquilla,3,0704
1023,Barranquilla,Medellin,4,0621
1024,Bogotá,Cali,5,1500
1025,Barranquilla,Bogotá,6,1737
1026,Bogotá,Bogotá,7,0007
1027,Bogotá,Cali,8,1844
1028,Barranquilla,Cali,9,0628
1029,Barranquilla,Medellin,10,2003
1030,Bogotá,Cali,11,2243
1031,Cartagena,Medellin,12,1818
1032,Bogotá,Medellin,13,0713
1033,Bogotá,Cali,14,1435
1034,Medellin,Cartagena,15,1513
1035,Medellin,Bogotá,16,0118
1036,Barranquilla,Barranquilla,17,1403
1037,Barranquilla,Medellin,18,1507
1038,Barranquilla,Bogotá,19,1142
1039,Medellin,Cali,20,0130
1040,Medellin,Barranquilla,1,1803
1041,Barranquilla,Cali,2,2103
1042,Medellin,Medellin,3,0509
1043,Barranquilla,Barranquilla,4,1801
1044,Medellin,Bogotá,5,1815
1045,Cartagena,Cali,6,2000
1046,Barranquilla,Bogotá,7,0454
1047,Cartagena,Medellin,8,1539
1048,Bogotá,Bogotá,9,0102
1049,Cali,Cartagena,10,0716
1050,Cartagena,Medellin,11,2216
1051,Medellin,Barranquilla,12,1909
1052,Barranquilla,Barranquilla,13,1240
1053,Barranquilla,Barranquilla,14,0036
1054,Medellin,Bogotá,15,2148
1055,Cartagena,Bogotá,16,1946
1056,Cali,Barranquilla,17,1021
1057,Bogotá,Medellin,18,0806
1058,Cartagena,Bogotá,19,0727
1059,Cartagena,Bogotá,20,0639
1060,Medellin,Bogotá,1,0659
1061,Bogotá,Cartagena,2,2323
1062,Barranquilla,Bogotá,3,1133
1063,Barranquilla,Bogotá,4,0652
1064,Medellin,Medellin,5,0624
1065,Barranquilla,Bogotá,6,0843
1066,Cali,Cali,7,1610
1067,Cartagena,Bogotá,8,2214
1068,Bogotá,Cartagena,9,2243
1069,Barranquilla,Barranquilla,10,0143
1070,Medellin,Cali,11,0053
1071,Medellin,Medellin,12,0620
1072,Cali,Bogotá,13,0124
1073,Cartagena,Medellin,14,1400
1074,Cali,Bogotá,15,0629
1075,Cartagena,Barranquilla,16,0721
1076,Barranquilla,Medellin,17,1552
1077,Cali,Medellin,18,1403
1078,Cartagena,Cali,19,0502
1079,Cartagena,Bogotá,20,2044
1080,Cali,Barranquilla,1,0023
1081,Bogotá,Cali,2,2027
1082,Bogotá,Barranquilla,3,1618
1083,Barranquilla,Cali,4,0305
1084,Cali,Bogotá,5,0644
1085,Medellin,Cali,6,2121
1086,Bogotá,Cartagena,7,0249
1087,Medellin,Cartagena,8,0719
1088,Bogotá,Cali,9,0915
1089,Cartagena,Medellin,10,1753
1090,Medellin,Bogotá,11,1454
1091,Cartagena,Cartagena,12,1640
1092,Barranquilla,Medellin,13,0757
1093,Cartagena,Cartagena,14,1804
1094,Medellin,Barranquilla,15,0428
1095,Bogotá,Cali,16,1645
1096,Cali,Cali,17,1225
1097,Medellin,Bogotá,18,0336
1098,Barranquilla,Cartagena,19,1930
1099,Cali,Cartagena,20,1629
1100,Cartagena,Cali,1,1557
1101,Medellin,Cartagena,2,1536
1102,Medellin,Barranquilla,3,0558
1103,Bogotá,Cartagena,4,1631
1104,Cartagena,Bogotá,5,2229
1105,Barranquilla,Cali,6,1733
1106,Cartagena,Bogotá,7,0041
1107,Bogotá,Bogotá,8,0232
1108,Barranquilla,Bogotá,9,2155
1109,Cali,Medellin,10,1647
1110,Cartagena,Barranquilla,11,0007
1111,Barranquilla,Bogotá,12,0050
1112,Cali,Cartagena,13,0855
1113,Barranquilla,Cartagena,14,2233
1114,Cartagena,Barranquilla,15,0207
1115,Medellin,Barranquilla,16,1946
1116,Bogotá,Medellin,17,0657
1117,Barranquilla,Barranquilla,18,1932
1118,Medellin,Cali,19,1255
1119,Cartagena,Cartagena,20,1913
1120,Bogotá,Cartagena,1,0813
1121,Medellin,Barranquilla,2,1223
1122,Bogotá,Barranquilla,3,1234
1123,Bogotá,Cartagena,4,2143
1124,Medellin,Bogotá,5,0744
1125,Barranquilla,Bogotá,6,0940
1126,Medellin,Medellin,7,0438
1127,Medellin,Barranquilla,8,0414
1128,Medellin,Cartagena,9,2253
1129,Cartagena,Cali,10,1531
1130,Barranquilla,Cali,11,0109
1131,Medellin,Cali,12,0442
1132,Barranquilla,Cartagena,13,0501
1133,Cali,Barranquilla,14,0848
1134,Cali,Cartagena,15,0730
1135,Cartagena,Medellin,16,1125
1136,Medellin,Medellin,17,1438
1137,Medellin,Medellin,18,2316
1138,Barranquilla,Medellin,19,1019
1139,Cali,Cartagena,20,0821
1140,Cali,Barranquilla,1,1239
1141,Cali,Bogotá,2,0940
1142,Bogotá,Cali,3,0908
1143,Cali,Cali,4,1801
1144,Cali,Cali,5,0920
1145,Bogotá,Cartagena,6,1559
1146,Cartagena,Bogotá,7,0812
1147,Cartagena,Barranquilla,8,2109
1148,Medellin,Cali,9,0409
1149,Medellin,Cartagena,10,0823
1150,Cartagena,Cali,11,2237
1151,Medellin,Medellin,12,0541
1152,Bogotá,Cali,13,1352
1153,Bogotá,Medellin,14,1620
1154,Barranquilla,Cali,15,0947
1155,Cali,Cartagena,16,1836
1156,Cartagena,Cali,17,2115
1157,Barranquilla,Cartagena,18,2121
1158,Cali,Bogotá,19,1416
1159,Medellin,Bogotá,20,1052
1160,Cali,Medellin,1,0857
1161,Barranquilla,Barranquilla,2,1223
1162,Medellin,Barranquilla,3,2135
1163,Cartagena,Cali,4,0646
1164,Barranquilla,Medellin,5,0509
1165,Barranquilla,Medellin,6,1041
1166,Medellin,Cali,7,1201
1167,Cali,Bogotá,8,0834
1168,Cali,Cartagena,9,0701
1169,Cartagena,Cali,10,1733
1170,Medellin,Bogotá,11,1935
1171,Cartagena,Bogotá,12,0855
1172,Medellin,Bogotá,13,2305
1173,Cartagena,Cali,14,2149
1174,Barranquilla,Cali,15,0808
1175,Cali,Barranquilla,16,1900
1176,Cali,Barranquilla,17,1231
1177,Cali,Bogotá,18,1833
1178,Barranquilla,Bogotá,19,1456
1179,Cartagena,Bogotá,20,0346
1180,Cartagena,Medellin,1,1520
1181,Cali,Medellin,2,1923
1182,Medellin,Bogotá,3,0024
1183,Medellin,Cartagena,4,0027
1184,Medellin,Barranquilla,5,0408
1185,Medellin,Cali,6,0128
1186,Cartagena,Medellin,7,1724
1187,Bogotá,Medellin,8,0655
1188,Bogotá,Cali,9,0804
1189,Barranquilla,Bogotá,10,2248
1190,Cali,Medellin,11,2152
1191,Medellin,Cali,12,0053
1192,Cartagena,Medellin,13,0002
1193,Cali,Bogotá,14,0220
1194,Medellin,Medellin,15,0224
1195,Barranquilla,Cali,16,0559
1196,Cali,Cartagena,17,1422
1197,Cartagena,Barranquilla,18,0651
1198,Cartagena,Bogotá,19,2041
1199,Barranquilla,Barranquilla,20,1620
1200,Barranquilla,Cali,1,0415
1201,Barranquilla,Cali,2,0525
1202,Medellin,Cartagena,3,0915
1203,Bogotá,Cali,4,2342
1204,Barranquilla,Cali,5,0618
1205,Cartagena,Barranquilla,6,0055
1206,Barranquilla,Bogotá,7,0919
1207,Bogotá,Cartagena,8,0829
1208,Medellin,Bogotá,9,0838
1209,Medellin,Bogotá,10,1710
1210,Medellin,Bogotá,11,0222
1211,Cartagena,Medellin,12,1901
1212,Bogotá,Bogotá,13,1157
1213,Cali,Medellin,14,0601
1214,Cartagena,Cartagena,15,1338
1215,Medellin,Cali,16,0431
1216,Barranquilla,Barranquilla,17,0835
1217,Bogotá,Medellin,18,0608
1218,Cartagena,Medellin,19,2053
1219,Cartagena,Cali,20,0010
1220,Barranquilla,Cali,1,2001
1221,Cali,Cartagena,2,1901
1222,Cali,Bogotá,3,1803
1223,Cartagena,Cali,4,1949
1224,Cali,Medellin,5,1021
1225,Barranquilla,Barranquilla,6,1647
1226,Cali,Medellin,7,1219
1227,Medellin,Cartagena,8,0046
1228,Barranquilla,Barranquilla,9,0902
1229,Cali,Medellin,10,1538
1230,Bogotá,Barranquilla,11,2056
1231,Medellin,Cali,12,0712
1232,Cartagena,Barranquilla,13,0926
1233,Medellin,Cartagena,14,0209
1234,Barranquilla,Medellin,15,0946
1235,Barranquilla,Bogotá,16,0245
1236,Medellin,Medellin,17,0401
1237,Cali,Bogotá,18,1341
1238,Cartagena,Barranquilla,19,0328
1239,Barranquilla,Medellin,20,1928
1240,Cartagena,Bogotá,1,0537
1241,Bogotá,Barranquilla,2,0457
1242,Bogotá,Medellin,3,2158
1243,Cartagena,Bogotá,4,1236
1244,Bogotá,Medellin,5,0649
1245,Cali,Barranquilla,6,1145
1246,Cartagena,Cartagena,7,0951
1247,Medellin,Cali,8,1938
1248,Medellin,Cartagena,9,0320
1249,Cali,Barranquilla,10,1635
1250,Cali,Medellin,11,0324
1251,Cali,Cali,12,0425
1252,Barranquilla,Cali,13,0137
1253,Barranquilla,Cartagena,14,2113
1254,Bogotá,Medellin,15,0208
1255,Bogotá,Cali,16,0404
1256,Barranquilla,Bogotá,17,1911
1257,Barranquilla,Medellin,18,0409
1258,Medellin,Medellin,19,0231
1259,Cartagena,Cali,20,1203
1260,Medellin,Bogotá,1,0819
1261,Bogotá,Medellin,2,1201
1262,Barranquilla,Bogotá,3,0825
1263,Cartagena,Cali,4,2123
1264,Bogotá,Medellin,5,2000
1265,Cali,Cartagena,6,1542
1266,Barranquilla,Bogotá,7,2111
1267,Cali,Barranquilla,8,0537
1268,Bogotá,Medellin,9,1930
1269,Cartagena,Cartagena,10,1049
1270,Barranquilla,Cartagena,11,1334
1271,Bogotá,Bogotá,12,1343
1272,Bogotá,Cartagena,13,1857
1273,Cali,Cali,14,2249
1274,Cartagena,Cali,15,1834
1275,Cali,Medellin,16,1602
1276,Cali,Bogotá,17,0659
1277,Barranquilla,Cali,18,0119
1278,Cali,Bogotá,19,0304
1279,Bogotá,Bogotá,20,2346
1280,Cali,Cartagena,1,1708
1281,Bogotá,Cartagena,2,1042
1282,Barranquilla,Barranquilla,3,1848
1283,Cali,Bogotá,4,1340
1284,Medellin,Barranquilla,5,0856
1285,Barranquilla,Medellin,6,0942
1286,Barranquilla,Cartagena,7,1451
1287,Cartagena,Bogotá,8,1538
1288,Cali,Medellin,9,0755
1289,Bogotá,Barranquilla,10,1634
1290,Cartagena,Bogotá,11,1657
1291,Barranquilla,Barranquilla,12,0907
1292,Cartagena,Cali,13,1059
1293,Bogotá,Bogotá,14,1306
1294,Bogotá,Cartagena,15,0038
1295,Bogotá,Cali,16,0453
1296,Bogotá,Barranquilla,17,0002
1297,Cartagena,Cartagena,18,1047
1298,Medellin,Cali,19,0201
1299,Bogotá,Medellin,20,1755
1300,Cartagena,Medellin,1,0814
1301,Medellin,Bogotá,2,0401
1302,Medellin,Barranquilla,3,1716
1303,Cartagena,Bogotá,4,1747
1304,Cali,Cali,5,1314
1305,Cali,Cali,6,1152
1306,Medellin,Medellin,7,1457
1307,Bogotá,Medellin,8,2246
1308,Barranquilla,Cali,9,1102
1309,Medellin,Medellin,10,0031
1310,Cartagena,Medellin,11,0447
1311,Barranquilla,Cartagena,12,0507
1312,Medellin,Cartagena,13,0517
1313,Medellin,Barranquilla,14,1244
1314,Medellin,Cali,15,0905
1315,Medellin,Cali,16,1456
1316,Medellin,Barranquilla,17,0506
1317,Bogotá,Cali,18,1426
1318,Bogotá,Cartagena,19,0256
1319,Bogotá,Cali,20,2145
1320,Cartagena,Cartagena,1,1504
1321,Barranquilla,Bogotá,2,1823
1322,Cartagena,Barranquilla,3,0322
1323,Cali,Cartagena,4,1521
1324,Barranquilla,Medellin,5,0832
1325,Cali,Barranquilla,6,0640
1326,Cali,Bogotá,7,0125
1327,Cartagena,Medellin,8,0412
1328,Bogotá,Barranquilla,9,0847
1329,Bogotá,Barranquilla,10,2247
1330,Bogotá,Cartagena,11,2117
1331,Bogotá,Cartagena,12,2136
1332,Barranquilla,Barranquilla,13,0457
1333,Medellin,Bogotá,14,0431
1334,Bogotá,Medellin,15,0926
1335,Bogotá,Cartagena,16,2304
1336,Medellin,Medellin,17,0043
1337,Cali,Cartagena,18,0828
1338,Barranquilla,Bogotá,19,0729
1339,Cartagena,Medellin,20,1937
1340,Medellin,Medellin,1,1713
1341,Bogotá,Cartagena,2,1724
1342,Barranquilla,Barranquilla,3,2135
1343,Bogotá,Cali,4,2309
1344,Bogotá,Cali,5,1513
1345,Medellin,Cali,6,1642
1346,Bogotá,Bogotá,7,1149
1347,Medellin,Barranquilla,8,1358
1348,Barranquilla,Medellin,9,2142
1349,Cartagena,Barranquilla,10,0539
1350,Bogotá,Cartagena,11,1254
1351,Bogotá,Bogotá,12,0401
1352,Bogotá,Bogotá,13,2048
1353,Medellin,Cali,14,1307
1354,Medellin,Bogotá,15,1938
1355,Medellin,Bogotá,16,2016
1356,Bogotá,Bogotá,17,1826
1357,Medellin,Barranquilla,18,1326
1358,Bogotá,Medellin,19,1116
1359,Cartagena,Medellin,20,2350
1360,Medellin,Cali,1,2136
1361,Cartagena,Medellin,2,1100
1362,Medellin,Bogotá,3,1023
1363,Barranquilla,Barranquilla,4,0328
1364,Barranquilla,Cali,5,2355
1365,Medellin,Cali,6,0845
1366,Cali,Bogotá,7,1031
1367,Cali,Barranquilla,8,2122
1368,Bogotá,Cali,9,1231
1369,Bogotá,Bogotá,10,0542
1370,Barranquilla,Cali,11,0022
1371,Bogotá,Barranquilla,12,1257
1372,Bogotá,Barranquilla,13,1919
1373,Cali,Cartagena,14,1648
1374,Medellin,Bogotá,15,2012
1375,Cartagena,Cartagena,16,0338
1376,Medellin,Barranquilla,17,1509
1377,Medellin,Cartagena,18,1509
1378,Cali,Barranquilla,19,0425
1379,Barranquilla,Barranquilla,20,1037
1380,Barranquilla,Medellin,1,1051
1381,Cartagena,Barranquilla,2,0350
1382,Cartagena,Medellin,3,0714
1383,Medellin,Barranquilla,4,0428
1384,Medellin,Barranquilla,5,1556
1385,Medellin,Cali,6,1447
1386,Cali,Barranquilla,7,1020
1387,Bogotá,Cartagena,8,2104
1388,Bogotá,Cartagena,9,1108
1389,Medellin,Bogotá,10,0823
1390,Bogotá,Cali,11,2124
1391,Medellin,Cartagena,12,0745
1392,Cali,Cartagena,13,0021
1393,Medellin,Barranquilla,14,1510
1394,Cartagena,Medellin,15,1148
1395,Cartagena,Barranquilla,16,2317
1396,Bogotá,Barranquilla,17,0736
1397,Cartagena,Barranquilla,18,0349
1398,Bogotá,Barranquilla,19,1029
1399,Barranquilla,Bogotá,20,0732
1400,Medellin,Medellin,1,0605
1401,Cartagena,Barranquilla,2,1728
1402,Cali,Bogotá,3,1136
1403,Medellin,Medellin,4,0417
1404,Bogotá,Cartagena,5,1059
1405,Barranquilla,Bogotá,6,0128
1406,Cali,Medellin,7,1820
1407,Barranquilla,Barranquilla,8,2207
1408,Cartagena,Cartagena,9,0813
1409,Cali,Bogotá,10,0403
1410,Barranquilla,Barranquilla,11,2022
1411,Bogotá,Bogotá,12,0453
1412,Barranquilla,Cali,13,0641
1413,Cali,Medellin,14,1433
1414,Cali,Barranquilla,15,2002
1415,Medellin,Cartagena,16,0630
1416,Barranquilla,Medellin,17,2332
1417,Cartagena,Cartagena,18,2336
1418,Cartagena,Cali,19,1023
1419,Bogotá,Cartagena,20,0924
1420,Medellin,Medellin,1,0213
1421,Cartagena,Barranquilla,2,0942
1422,Cali,Medellin,3,0107
1423,Bogotá,Barranquilla,4,0602
1424,Cali,Cali,5,1737
1425,Cali,Medellin,6,1631
1426,Cartagena,Cali,7,0731
1427,Bogotá,Barranquilla,8,1840
1428,Cartagena,Cali,9,1212
1429,Medellin,Bogotá,10,1200
1430,Bogotá,Bogotá,11,1846
1431,Cartagena,Barranquilla,12,0210
1432,Medellin,Barranquilla,13,0011
1433,Cartagena,Bogotá,14,1020
1434,Medellin,Medellin,15,0046
1435,Cartagena,Medellin,16,1034
1436,Cali,Cali,17,1356
1437,Bogotá,Barranquilla,18,0950
1438,Bogotá,Cali,19,0739
1439,Bogotá,Cartagena,20,0630
1440,Medellin,Medellin,1,1833
1441,Bogotá,Cartagena,2,0540
1442,Cali,Barranquilla,3,1128
1443,Cali,Bogotá,4,0216
1444,Medellin,Barranquilla,5,1404
1445,Barranquilla,Medellin,6,0357
1446,Cartagena,Cartagena,7,2301
1447,Bogotá,Cartagena,8,1815
1448,Medellin,Bogotá,9,0915
1449,Cali,Medellin,10,1446
1450,Cali,Bogotá,11,1107
1451,Barranquilla,Barranquilla,12,1758
1452,Barranquilla,Bogotá,13,0053
1453,Barranquilla,Bogotá,14,0144
1454,Medellin,Cali,15,0252
1455,Bogotá,Medellin,16,1931
1456,Cartagena,Medellin,17,2219
1457,Medellin,Cali,18,0253
1458,Bogotá,Bogotá,19,0113
1459,Cali,Cartagena,20,1023
1460,Barranquilla,Cali,1,0735
1461,Cartagena,Medellin,2,2210
1462,Medellin,Medellin,3,0333
1463,Barranquilla,Bogotá,4,0507
1464,Medellin,Bogotá,5,2004
1465,Barranquilla,Cali,6,0656
1466,Cali,Barranquilla,7,0827
1467,Medellin,Barranquilla,8,2332
1468,Cartagena,Bogotá,9,0624
1469,Medellin,Medellin,10,1233
1470,Bogotá,Barranquilla,11,0924
1471,Cartagena,Cali,12,1214
1472,Barranquilla,Barranquilla,13,0749
1473,Barranquilla,Bogotá,14,2236
1474,Cali,Barranquilla,15,0940
1475,Barranquilla,Medellin,16,2343
1476,Cali,Medellin,17,1230
1477,Cartagena,Bogotá,18,2106
1478,Cali,Medellin,19,0702
1479,Medellin,Cali,20,2123
1480,Barranquilla,Cartagena,1,0753
1481,Barranquilla,Cali,2,0551
1482,Medellin,Bogotá,3,2346
1483,Bogotá,Barranquilla,4,0630
1484,Bogotá,Barranquilla,5,1237
1485,Bogotá,Cartagena,6,1645
1486,Bogotá,Cali,7,0020
1487,Cartagena,Cartagena,8,0756
1488,Bogotá,Bogotá,9,0727
1489,Medellin,Barranquilla,10,2049
1490,Cali,Cartagena,11,0433
1491,Cartagena,Medellin,12,0105
1492,Cartagena,Barranquilla,13,1357
1493,Bogotá,Cartagena,14,1219
1494,Cartagena,Bogotá,15,1719
1495,Barranquilla,Cartagena,16,0721
1496,Medellin,Medellin,17,0022
1497,Barranquilla,Cali,18,0456
1498,Barranquilla,Barranquilla,19,0102
1499,Medellin,Bogotá,20,1523
1500,Bogotá,Cali,1,0802
1501,Cali,Cartagena,2,0648
1502,Bogotá,Cartagena,3,1454
1503,Barranquilla,Cali,4,2048
1504,Medellin,Barranquilla,5,1608
1505,Cartagena,Barranquilla,6,2009
1506,Bogotá,Cali,7,0419
1507,Medellin,Bogotá,8,2018
1508,Bogotá,Cartagena,9,0638
1509,Medellin,Barranquilla,10,0705
1510,Bogotá,Cartagena,11,0327
1511,Cartagena,Bogotá,12,1358
1512,Medellin,Cali,13,0353
1513,Bogotá,Cali,14,1512
1514,Barranquilla,Cali,15,1116
1515,Medellin,Cali,16,1328
1516,Bogotá,Cali,17,1709
1517,Barranquilla,Barranquilla,18,0130
1518,Bogotá,Medellin,19,1601
1519,Barranquilla,Bogotá,20,1929
1520,Medellin,Cartagena,1,1636
1521,Barranquilla,Barranquilla,2,1055
1522,Bogotá,Cali,3,1755
1523,Medellin,Cali,4,1531
1524,Barranquilla,Cartagena,5,0210
1525,Cartagena,Bogotá,6,0140
1526,Bogotá,Cartagena,7,1517
1527,Barranquilla,Medellin,8,2319
1528,Cartagena,Bogotá,9,1321
1529,Barranquilla,Cali,10,1900
1530,Barranquilla,Cartagena,11,1310
1531,Barranquilla,Medellin,12,1958
1532,Cartagena,Cali,13,0011
1533,Bogotá,Bogotá,14,0554
1534,Barranquilla,Barranquilla,15,0745
1535,Cali,Bogotá,16,1116
1536,Cali,Medellin,17,0428
1537,Medellin,Barranquilla,18,0855
1538,Medellin,Bogotá,19,1503
1539,Cali,Cartagena,20,1924
1540,Cali,Cali,1,1333
1541,Barranquilla,Medellin,2,1030
1542,Cali,Medellin,3,1543
1543,Cali,Cali,4,0627
1544,Cartagena,Barranquilla,5,2005
1545,Cali,Barranquilla,6,1410
1546,Cali,Barranquilla,7,0253
1547,Bogotá,Cali,8,2141
1548,Cali,Cali,9,1418
1549,Cartagena,Cartagena,10,1447
1550,Medellin,Cali,11,1050
1551,Cartagena,Cartagena,12,2011
1552,Medellin,Barranquilla,13,1612
1553,Cali,Cali,14,1215
1554,Cartagena,Medellin,15,0219
1555,Medellin,Medellin,16,0223
1556,Bogotá,Cartagena,17,1247
1557,Bogotá,Barranquilla,18,2021
1558,Barranquilla,Bogotá,19,2000
1559,Cali,Cartagena,20,1340
1560,Cartagena,Cali,1,0019
1561,Medellin,Cartagena,2,2146
1562,Bogotá,Bogotá,3,0140
1563,Cartagena,Barranquilla,4,1056
1564,Cartagena,Bogotá,5,0319
1565,Medellin,Cartagena,6,0452
1566,Cartagena,Barranquilla,7,1145
1567,Bogotá,Cali,8,1300
1568,Cartagena,Bogotá,9,0419
1569,Cali,Medellin,10,0244
1570,Cartagena,Barranquilla,11,1442
1571,Barranquilla,Barranquilla,12,1941
1572,Barranquilla,Bogotá,13,1430
1573,Cali,Bogotá,14,2241
1574,Cartagena,Medellin,15,2340
1575,Cali,Cartagena,16,1433
1576,Barranquilla,Medellin,17,1150
1577,Barranquilla,Cali,18,0113
1578,Barranquilla,Bogotá,19,0955
1579,Cali,Cali,20,1235
1580,Bogotá,Medellin,1,1302
1581,Medellin,Barranquilla,2,1918
1582,Bogotá,Bogotá,3,2337
1583,Bogotá,Cali,4,0742
1584,Bogotá,Cali,5,1005
1585,Cartagena,Bogotá,6,1743
1586,Cali,Bogotá,7,0935
1587,Cali,Cali,8,2340
1588,Barranquilla,Barranquilla,9,1125
1589,Barranquilla,Barranquilla,10,0945
1590,Barranquilla,Medellin,11,1717
1591,Medellin,Cali,12,2007
1592,Bogotá,Cali,13,2028
1593,Barranquilla,Medellin,14,2244
1594,Bogotá,Medellin,15,0130
1595,Barranquilla,Bogotá,16,1412
1596,Bogotá,Bogotá,17,1528
1597,Medellin,Bogotá,18,2111
1598,Medellin,Cartagena,19,0029
1599,Bogotá,Bogotá,20,1012
1600,Medellin,Cartagena,1,1521
1601,Bogotá,Barranquilla,2,1419
1602,Cali,Bogotá,3,0156
1603,Bogotá,Medellin,4,0538
1604,Cartagena,Barranquilla,5,1120
1605,Barranquilla,Cali,6,1930
1606,Barranquilla,Cali,7,1225
1607,Cartagena,Cali,8,0440
1608,Bogotá,Cartagena,9,1315
1609,Medellin,Cali,10,0255
1610,Barranquilla,Bogotá,11,1931
1611,Bogotá,Bogotá,12,1648
1612,Medellin,Barranquilla,13,0134
1613,Cartagena,Cartagena,14,1055
1614,Barranquilla,Barranquilla,15,2240
1615,Barranquilla,Medellin,16,2351
1616,Medellin,Bogotá,17,0820
1617,Barranquilla,Bogotá,18,1005
1618,Cartagena,Barranquilla,19,1018
1619,Bogotá,Bogotá,20,1250
1620,Cali,Cali,1,0201
1621,Medellin,Bogotá,2,0259
1622,Cali,Bogotá,3,0203
1623,Barranquilla,Medellin,4,0627
1624,Medellin,Cartagena,5,1444
1625,Medellin,Cartagena,6,0311
1626,Bogotá,Barranquilla,7,1145
1627,Cartagena,Medellin,8,2120
1628,Cartagena,Medellin,9,1426
1629,Medellin,Barranquilla,10,0356
1630,Barranquilla,Medellin,11,0040
1631,Barranquilla,Barranquilla,12,1958
1632,Cartagena,Medellin,13,2323
1633,Barranquilla,Barranquilla,14,1022
1634,Bogotá,Cartagena,15,1102
1635,Cali,Medellin,16,1043
1636,Cali,Medellin,17,1740
1637,Bogotá,Cali,18,2346
1638,Bogotá,Bogotá,19,1211
1639,Cali,Barranquilla,20,2131
1640,Medellin,Barranquilla,1,1424
1641,Cartagena,Barranquilla,2,0707
1642,Bogotá,Barranquilla,3,0421
1643,Medellin,Barranquilla,4,0157
1644,Barranquilla,Cartagena,5,1059
1645,Barranquilla,Bogotá,6,2154
1646,Barranquilla,Cali,7,1942
1647,Barranquilla,Barranquilla,8,1349
1648,Cartagena,Cartagena,9,1918
1649,Bogotá,Cartagena,10,1837
1650,Bogotá,Bogotá,11,1754
1651,Cali,Barranquilla,12,0547
1652,Medellin,Cartagena,13,0356
1653,Barranquilla,Cali,14,2249
1654,Bogotá,Bogotá,15,0606
1655,Barranquilla,Cali,16,1156
1656,Cartagena,Bogotá,17,0042
1657,Barranquilla,Medellin,18,0446
1658,Bogotá,Bogotá,19,0234
1659,Medellin,Medellin,20,0738
1660,Medellin,Bogotá,1,1026
1661,Barranquilla,Cartagena,2,2338
1662,Cartagena,Barranquilla,3,1525
1663,Bogotá,Bogotá,4,2122
1664,Cartagena,Cali,5,0736
1665,Medellin,Barranquilla,6,0632
1666,Bogotá,Cali,7,1827
1667,Bogotá,Barranquilla,8,0541
1668,Cartagena,Cartagena,9,0916
1669,Cali,Cartagena,10,1943
1670,Medellin,Cali,11,0945
1671,Barranquilla,Cali,12,2333
1672,Cartagena,Cartagena,13,1311
1673,Bogotá,Bogotá,14,1801
1674,Bogotá,Cartagena,15,1732
1675,Medellin,Barranquilla,16,0518
1676,Bogotá,Bogotá,17,0748
1677,Bogotá,Cali,18,0858
1678,Medellin,Medellin,19,1517
